Player Name,Date of Birth,Event Year,Event Date,Event Type,Location,Rank,fivbID,Nationality
ANDERS BERNTSEN MOL,7/2/1997,2023,February 1,E16,QA,1,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2023,January 26,PTF,QA,1,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2022,November 9,E16,BR,3,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2022,November 2,E16,ZA,1,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2022,September 28,E16,FR,1,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2022,August 16,CCH,DE,3,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2022,August 10,E16,DE,13,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2022,July 6,E16,CH,9,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2022,June 10,WCH,IT,1,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2022,June 1,E16,LV,13,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2022,May 25,E16,CZ,1,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2022,March 23,E16,MX,3,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2021,October 6,OTH,IT,1,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2021,August 12,CCH,AT,1,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2021,July 24,OG,JP,1,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2021,July 6,WT4*,CH,5,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2021,June 2,WT4*,CZ,9,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2021,May 26,WT4*,RU,17,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2021,April 22,WT4*,MX,1,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2021,April 16,WT4*,MX,1,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2020,September 16,CCH,LV,1,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2019,September 4,WTF,IT,3,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2019,August 28,WT1*,NO,1,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2019,August 6,CCH,RU,1,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2019,July 30,WT5*,AT,1,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2019,July 24,WT4*,JP,1,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2019,July 9,WT5*,CH,1,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2019,June 28,WCH,DE,3,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2019,June 12,WT4*,PL,2,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2019,May 29,WT4*,CZ,1,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2019,May 22,WT4*,CN,1,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2019,May 15,WT4*,BR,1,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2019,April 24,WT4*,CN,5,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2019,January 2,WT4*,NL,5,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2018,October 17,WT4*,US,1,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2018,August 15,WTF,DE,1,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2018,July 31,WT5*,AT,1,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2018,July 15,CCH,NL,1,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2018,July 10,WT5*,CH,1,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2018,July 5,WT4*,PT,5,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2018,June 27,WT4*,PL,9,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2018,June 20,WT4*,CZ,25,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2018,June 14,WT1*,AT,3,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2018,May 16,WT4*,BR,2,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2018,May 1,WT4*,US,13,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2018,April 18,WT4*,CN,5,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2018,March 6,WT4*,QA,9,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2018,February 27,WT5*,US,17,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2018,January 11,MST,CZ,9,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2018,January 3,WT4*,NL,5,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2017,September 7,WT1*,FR,5,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2017,August 31,ZT,NO,2,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2017,August 16,CCH,LV,5,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2017,July 28,WT2*,PT,3,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2017,July 20,MST,SI,1,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2017,July 4,WT5*,CH,9,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2017,June 27,WT5*,HR,9,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2017,June 15,CCH22,AT,2,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2017,May 31,WT3*,RU,9,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2016,August 25,CCH22,GR,1,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2016,August 4,ZT,FI,1,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2016,July 27,MJS,AT,5,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2016,July 21,SAT,LI,13,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2016,July 8,NT,NO,2,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2016,July 1,NT,NO,1,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2016,June 28,MJS,HR,33,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2016,June 16,CCH20,TR,1,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2016,June 10,NT,NO,2,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2016,June 3,NT,NO,3,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2016,May 20,ZT,DK,4,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2016,May 11,WCU21,CH,4,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2016,February 15,OPEN,IR,33,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2015,September 2,CCH20,CY,1,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2015,August 27,CCH22,PT,9,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2015,August 1,NT,NO,3,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2015,July 24,NT,NO,3,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2014,June 25,GS,NO,25,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2014,June 13,NT,NO,3,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2014,June 6,NT,NO,1,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2014,May 29,NT,NO,1,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2014,May 23,NT,NO,2,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2014,May 15,OTHC,TR,11,143192,Norway
ANDERS BERNTSEN MOL,7/2/1997,2013,August 28,CCH18,BY,9,143192,Norway
VIACHESLAV KRASILNIKOV,4/28/1991,2021,August 12,CCH,AT,9,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2021,July 24,OG,JP,2,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2021,July 6,WT4*,CH,3,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2021,June 2,WT4*,CZ,4,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2021,May 26,WT4*,RU,9,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2021,April 22,WT4*,MX,17,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2021,April 16,WT4*,MX,9,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2021,March 8,WT4*,QA,5,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2020,September 16,CCH,LV,2,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2020,September 10,NT,RU,2,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2020,September 2,NT,RU,1,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2020,March 9,WT4*,QA,5,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2019,September 4,WTF,IT,1,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2019,August 14,WT4*,RU,9,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2019,August 6,CCH,RU,9,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2019,July 30,WT5*,AT,5,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2019,July 9,WT5*,CH,17,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2019,June 28,WCH,DE,1,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2019,June 12,WT4*,PL,4,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2019,May 29,WT4*,CZ,4,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2019,May 22,WT4*,CN,5,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2019,April 24,WT4*,CN,1,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2019,March 12,WT4*,QA,9,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2019,January 2,WT4*,NL,1,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2018,October 17,WT4*,US,3,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2018,October 10,WT4*,CN,2,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2018,August 8,WT4*,RU,9,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2018,July 31,WT5*,AT,9,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2018,July 15,CCH,NL,25,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2018,July 10,WT5*,CH,25,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2018,June 27,WT4*,PL,17,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2018,June 20,WT4*,CZ,9,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2018,May 1,WT4*,US,17,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2018,April 18,WT4*,CN,2,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2018,March 6,WT4*,QA,9,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2018,February 27,WT5*,US,17,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2017,August 22,WTF,DE,9,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2017,August 16,CCH,LV,9,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2017,July 28,WCH,AT,3,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2017,July 19,WT4*,PL,25,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2017,July 4,WT5*,CH,5,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2017,June 27,WT5*,HR,17,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2017,June 22,MST,AT,4,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2017,June 14,WT3*,NL,1,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2017,May 31,WT3*,RU,2,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2017,May 17,WT4*,BR,17,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2017,April 20,WT3*,CN,9,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2017,February 15,WT3*,IR,1,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2017,February 7,WT5*,US,9,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2016,August 6,OG,BR,4,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2016,July 27,MJS,AT,9,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2016,June 7,MJS,DE,3,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2016,June 1,CCH,CH,2,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2016,May 24,GS,RU,9,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2016,May 3,OPEN,RU,2,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2016,April 19,OPEN,CN,9,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2016,April 12,OPEN,CN,4,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2016,March 15,OPEN,BR,17,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2016,March 8,GS,BR,9,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2016,February 23,OPEN,BR,9,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2015,September 8,OPEN,RU,4,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2015,September 4,CCUP,RU,2,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2015,August 26,GS,PL,9,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2015,August 18,GS,US,5,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2015,July 29,CCH,AT,9,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2015,July 21,GS,JP,4,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2015,July 8,MJS,CH,25,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2015,June 26,WCH,NL,9,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2015,June 10,MJS,NO,9,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2015,June 3,MJS,HR,9,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2015,May 26,GS,RU,25,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2015,May 13,OPEN,CH,5,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2015,April 21,OPEN,CN,9,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2014,September 23,GS,BR,9,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2014,September 11,MST,AZ,4,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2014,August 20,GS,PL,9,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2014,July 30,GS,AT,5,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2014,June 25,GS,NO,25,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2014,June 18,GS,DE,17,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2014,June 11,GS,RU,1,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2014,June 3,CCH,IT,9,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2014,May 28,OPEN,RU,2,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2014,April 29,GS,CN,17,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2014,April 22,OPEN,CN,17,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2014,January 16,SAT,RU,2,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2013,August 29,CT,RU,1,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2013,August 21,GS,RU,5,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2013,August 6,GS,DE,2,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2013,July 24,OPEN,RU,3,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2013,June 27,SAT,CH,7,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2013,June 5,WCU23,PL,5,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2013,May 31,NT,RU,5,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2012,July 18,OTHC,NL,5,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2012,June 8,GS,RU,41,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2011,February 24,SAT,RU,13,120749,Russia
VIACHESLAV KRASILNIKOV,4/28/1991,2009,August 19,YWC,TR,5,120749,Russia
['Cherif Samba'],NA,NA,NA,NA,NA,NA,NA,NA
MARTINS PLAVINS,5/8/1985,2023,February 1,E16,QA,21,104142,Latvia
MARTINS PLAVINS,5/8/1985,2022,December 8,FUT,PH,3,104142,Latvia
MARTINS PLAVINS,5/8/1985,2022,November 29,E16,AU,21,104142,Latvia
MARTINS PLAVINS,5/8/1985,2022,November 23,CHA,AU,19,104142,Latvia
MARTINS PLAVINS,5/8/1985,2022,November 1,FUT,OM,17,104142,Latvia
MARTINS PLAVINS,5/8/1985,2022,October 27,CHA,AE,33,104142,Latvia
MARTINS PLAVINS,5/8/1985,2022,October 22,CHA,AE,19,104142,Latvia
MARTINS PLAVINS,5/8/1985,2022,August 25,NT,LV,5,104142,Latvia
MARTINS PLAVINS,5/8/1985,2021,October 6,OTH,IT,9,104142,Latvia
MARTINS PLAVINS,5/8/1985,2021,August 12,CCH,AT,9,104142,Latvia
MARTINS PLAVINS,5/8/1985,2021,July 24,OG,JP,4,104142,Latvia
MARTINS PLAVINS,5/8/1985,2021,July 6,WT4*,CH,17,104142,Latvia
MARTINS PLAVINS,5/8/1985,2021,July 2,NT,LV,1,104142,Latvia
MARTINS PLAVINS,5/8/1985,2021,June 17,NT,LV,1,104142,Latvia
MARTINS PLAVINS,5/8/1985,2021,June 2,WT4*,CZ,25,104142,Latvia
MARTINS PLAVINS,5/8/1985,2021,May 26,WT4*,RU,17,104142,Latvia
MARTINS PLAVINS,5/8/1985,2021,March 8,WT4*,QA,25,104142,Latvia
MARTINS PLAVINS,5/8/1985,2020,September 16,CCH,LV,9,104142,Latvia
MARTINS PLAVINS,5/8/1985,2020,August 14,NT,LV,2,104142,Latvia
MARTINS PLAVINS,5/8/1985,2020,August 7,NT,LV,3,104142,Latvia
MARTINS PLAVINS,5/8/1985,2020,July 23,NT,LV,1,104142,Latvia
MARTINS PLAVINS,5/8/1985,2020,July 17,NT,LV,2,104142,Latvia
MARTINS PLAVINS,5/8/1985,2019,September 18,OQT,CN,1,104142,Latvia
MARTINS PLAVINS,5/8/1985,2019,September 4,WTF,IT,9,104142,Latvia
MARTINS PLAVINS,5/8/1985,2019,August 22,WT3*,LV,9,104142,Latvia
MARTINS PLAVINS,5/8/1985,2019,August 6,CCH,RU,17,104142,Latvia
MARTINS PLAVINS,5/8/1985,2019,July 30,WT5*,AT,17,104142,Latvia
MARTINS PLAVINS,5/8/1985,2019,July 18,WT4*,PT,3,104142,Latvia
MARTINS PLAVINS,5/8/1985,2019,July 9,WT5*,CH,9,104142,Latvia
MARTINS PLAVINS,5/8/1985,2019,June 28,WCH,DE,9,104142,Latvia
MARTINS PLAVINS,5/8/1985,2019,June 20,NT,LV,4,104142,Latvia
MARTINS PLAVINS,5/8/1985,2019,June 12,WT4*,PL,5,104142,Latvia
MARTINS PLAVINS,5/8/1985,2019,May 29,WT4*,CZ,9,104142,Latvia
MARTINS PLAVINS,5/8/1985,2019,May 22,WT4*,CN,9,104142,Latvia
MARTINS PLAVINS,5/8/1985,2019,May 15,WT4*,BR,9,104142,Latvia
MARTINS PLAVINS,5/8/1985,2019,April 24,WT4*,CN,17,104142,Latvia
MARTINS PLAVINS,5/8/1985,2018,October 17,WT4*,US,9,104142,Latvia
MARTINS PLAVINS,5/8/1985,2018,October 10,WT4*,CN,5,104142,Latvia
MARTINS PLAVINS,5/8/1985,2018,August 15,WTF,DE,5,104142,Latvia
MARTINS PLAVINS,5/8/1985,2018,August 8,WT4*,RU,17,104142,Latvia
MARTINS PLAVINS,5/8/1985,2018,July 31,WT5*,AT,9,104142,Latvia
MARTINS PLAVINS,5/8/1985,2018,July 15,CCH,NL,9,104142,Latvia
MARTINS PLAVINS,5/8/1985,2018,July 10,WT5*,CH,5,104142,Latvia
MARTINS PLAVINS,5/8/1985,2018,July 5,WT4*,PT,5,104142,Latvia
MARTINS PLAVINS,5/8/1985,2018,June 27,WT4*,PL,25,104142,Latvia
MARTINS PLAVINS,5/8/1985,2018,June 20,WT4*,CZ,9,104142,Latvia
MARTINS PLAVINS,5/8/1985,2018,June 9,NT,LV,1,104142,Latvia
MARTINS PLAVINS,5/8/1985,2018,June 2,NT,LV,2,104142,Latvia
MARTINS PLAVINS,5/8/1985,2018,May 1,WT4*,US,7,104142,Latvia
MARTINS PLAVINS,5/8/1985,2018,April 18,WT4*,CN,17,104142,Latvia
MARTINS PLAVINS,5/8/1985,2018,March 6,WT4*,QA,9,104142,Latvia
MARTINS PLAVINS,5/8/1985,2018,February 27,WT5*,US,9,104142,Latvia
MARTINS PLAVINS,5/8/1985,2018,February 20,WT3*,IR,2,104142,Latvia
MARTINS PLAVINS,5/8/1985,2018,January 11,MST,CZ,3,104142,Latvia
MARTINS PLAVINS,5/8/1985,2018,January 3,WT4*,NL,1,104142,Latvia
MARTINS PLAVINS,5/8/1985,2017,December 14,ZT,RU,13,104142,Latvia
MARTINS PLAVINS,5/8/1985,2017,August 16,CCH,LV,5,104142,Latvia
MARTINS PLAVINS,5/8/1985,2017,August 4,NT,LV,1,104142,Latvia
MARTINS PLAVINS,5/8/1985,2017,July 28,WCH,AT,17,104142,Latvia
MARTINS PLAVINS,5/8/1985,2017,July 19,WT4*,PL,4,104142,Latvia
MARTINS PLAVINS,5/8/1985,2017,July 4,WT5*,CH,25,104142,Latvia
MARTINS PLAVINS,5/8/1985,2017,July 1,NT,LV,1,104142,Latvia
MARTINS PLAVINS,5/8/1985,2017,June 27,WT5*,HR,33,104142,Latvia
MARTINS PLAVINS,5/8/1985,2017,June 22,MST,AT,13,104142,Latvia
MARTINS PLAVINS,5/8/1985,2017,June 14,WT3*,NL,9,104142,Latvia
MARTINS PLAVINS,5/8/1985,2017,June 10,NT,LV,1,104142,Latvia
MARTINS PLAVINS,5/8/1985,2017,May 31,WT3*,RU,17,104142,Latvia
MARTINS PLAVINS,5/8/1985,2017,May 20,NT,LV,2,104142,Latvia
MARTINS PLAVINS,5/8/1985,2017,February 7,WT5*,US,25,104142,Latvia
MARTINS PLAVINS,5/8/1985,2016,September 1,MST,LV,3,104142,Latvia
MARTINS PLAVINS,5/8/1985,2016,August 23,GS,US,9,104142,Latvia
MARTINS PLAVINS,5/8/1985,2016,August 6,NT,LV,1,104142,Latvia
MARTINS PLAVINS,5/8/1985,2016,July 27,MJS,AT,17,104142,Latvia
MARTINS PLAVINS,5/8/1985,2016,July 22,NT,LV,2,104142,Latvia
MARTINS PLAVINS,5/8/1985,2016,July 14,NT,LV,2,104142,Latvia
MARTINS PLAVINS,5/8/1985,2016,July 5,MJS,CH,17,104142,Latvia
MARTINS PLAVINS,5/8/1985,2016,June 23,CCUP,NO,9,104142,Latvia
MARTINS PLAVINS,5/8/1985,2016,June 15,GS,PL,9,104142,Latvia
MARTINS PLAVINS,5/8/1985,2016,June 10,NT,LV,3,104142,Latvia
MARTINS PLAVINS,5/8/1985,2016,June 7,MJS,DE,9,104142,Latvia
MARTINS PLAVINS,5/8/1985,2016,June 1,CCH,CH,25,104142,Latvia
MARTINS PLAVINS,5/8/1985,2016,May 24,GS,RU,25,104142,Latvia
MARTINS PLAVINS,5/8/1985,2016,May 11,OPEN,TR,9,104142,Latvia
MARTINS PLAVINS,5/8/1985,2016,April 19,OPEN,CN,9,104142,Latvia
MARTINS PLAVINS,5/8/1985,2016,April 12,OPEN,CN,9,104142,Latvia
MARTINS PLAVINS,5/8/1985,2016,April 4,OPEN,QA,9,104142,Latvia
MARTINS PLAVINS,5/8/1985,2016,March 15,OPEN,BR,33,104142,Latvia
MARTINS PLAVINS,5/8/1985,2016,March 8,GS,BR,33,104142,Latvia
MARTINS PLAVINS,5/8/1985,2016,February 23,OPEN,BR,17,104142,Latvia
MARTINS PLAVINS,5/8/1985,2016,February 15,OPEN,IR,17,104142,Latvia
MARTINS PLAVINS,5/8/1985,2015,November 9,OPEN,QA,9,104142,Latvia
MARTINS PLAVINS,5/8/1985,2015,October 21,OPEN,TR,3,104142,Latvia
MARTINS PLAVINS,5/8/1985,2015,October 6,OPEN,MX,9,104142,Latvia
MARTINS PLAVINS,5/8/1985,2015,September 22,OPEN,CN,4,104142,Latvia
MARTINS PLAVINS,5/8/1985,2015,September 18,MST,IT,13,104142,Latvia
MARTINS PLAVINS,5/8/1985,2015,September 12,NT,LV,2,104142,Latvia
MARTINS PLAVINS,5/8/1985,2015,September 8,OPEN,RU,9,104142,Latvia
MARTINS PLAVINS,5/8/1985,2015,September 4,CCUP,RU,1,104142,Latvia
MARTINS PLAVINS,5/8/1985,2015,August 26,GS,PL,9,104142,Latvia
MARTINS PLAVINS,5/8/1985,2015,August 18,GS,US,25,104142,Latvia
MARTINS PLAVINS,5/8/1985,2015,August 5,MST,CH,4,104142,Latvia
MARTINS PLAVINS,5/8/1985,2015,July 8,MJS,CH,33,104142,Latvia
MARTINS PLAVINS,5/8/1985,2015,July 3,ZT,LT,3,104142,Latvia
MARTINS PLAVINS,5/8/1985,2015,June 26,WCH,NL,17,104142,Latvia
MARTINS PLAVINS,5/8/1985,2015,June 17,MST,AZ,1,104142,Latvia
MARTINS PLAVINS,5/8/1985,2015,June 13,NT,LV,1,104142,Latvia
MARTINS PLAVINS,5/8/1985,2015,June 10,MJS,NO,33,104142,Latvia
MARTINS PLAVINS,5/8/1985,2015,June 4,ZT,RU,1,104142,Latvia
MARTINS PLAVINS,5/8/1985,2015,June 3,MJS,HR,41,104142,Latvia
MARTINS PLAVINS,5/8/1985,2015,May 29,NT,LV,1,104142,Latvia
MARTINS PLAVINS,5/8/1985,2015,May 26,GS,RU,41,104142,Latvia
MARTINS PLAVINS,5/8/1985,2015,May 21,MST,LV,5,104142,Latvia
MARTINS PLAVINS,5/8/1985,2015,May 13,OPEN,CH,-2,104142,Latvia
MARTINS PLAVINS,5/8/1985,2015,May 2,CCUP,TR,2,104142,Latvia
MARTINS PLAVINS,5/8/1985,2015,April 21,OPEN,CN,17,104142,Latvia
